order_item_id,order_id,product_id,quantity,unit_price,subtotal
67,25,497,4,398.39,1593.56
68,25,394,3,231.23,693.69
69,25,426,2,137.73,275.46
70,25,333,5,415.12,2075.6
71,26,102,3,99.13,297.39
72,26,44,4,472.93,1891.72
73,26,213,5,120.0,600.0
74,27,473,5,327.08,1635.4
75,28,465,4,107.15,428.6
76,28,46,2,34.39,68.78
77,29,220,3,93.36,280.08
78,29,308,5,67.5,337.5
79,29,134,5,223.23,1116.15
80,29,77,4,415.36,1661.44
81,29,46,4,68.07,272.28
82,30,98,3,151.1,453.3
83,30,485,4,197.22,788.88
84,31,439,3,366.09,1098.27
85,31,106,2,214.98,429.96
86,31,308,4,398.31,1593.24
87,31,111,1,152.19,152.19
88,32,121,2,191.12,382.24
89,32,317,4,52.01,208.04
90,32,231,4,75.27,301.08
91,33,499,2,359.53,719.06
92,33,355,4,370.69,1482.76
93,33,204,3,45.8,137.4
94,34,31,4,455.03,1820.12
95,34,27,5,470.27,2351.35
96,34,171,5,357.69,1788.45
97,34,477,1,12.63,12.63
98,34,121,5,313.63,1568.15
99,35,203,2,484.35,968.7
100,35,344,5,30.15,150.75
101,35,190,2,137.54,275.08
102,36,253,2,53.93,107.86
103,36,477,5,222.14,1110.7
104,36,174,3,67.25,201.75
105,36,450,1,489.47,489.47
106,36,240,4,437.12,1748.48
107,37,383,4,148.63,594.52
108,37,185,3,310.34,931.02
109,37,475,3,263.32,789.96
110,38,458,4,384.2,1536.8
111,38,85,2,282.28,564.56
112,38,162,4,36.08,144.32
113,38,378,2,36.74,73.48
114,39,19,3,90.14,270.42
115,39,241,4,223.85,895.4
116,40,21,5,247.75,1238.75
117,40,227,4,65.12,260.48
118,40,183,2,70.59,141.18
119,40,364,1,109.83,109.83
120,41,93,5,413.06,2065.3
121,41,428,5,446.54,2232.7
122,41,87,5,114.07,570.35
123,42,270,5,98.48,492.4
124,43,127,4,341.69,1366.76
125,44,14,1,203.14,203.14
126,44,146,5,465.28,2326.4
127,44,349,1,420.12,420.12
128,45,15,4,417.04,1668.16
129,45,42,4,232.49,929.96
130,46,305,3,485.19,1455.57
131,46,337,5,475.94,2379.7
132,46,3,3,474.24,1422.72
133,47,67,3,168.35,505.05
134,47,109,1,374.46,374.46
135,47,442,5,476.43,2382.15
136,47,25,4,55.35,221.4
137,47,411,3,97.23,291.69
138,48,46,2,200.37,400.74
139,48,11,4,149.62,598.48
140,48,437,2,69.09,138.18
141,48,107,4,402.54,1610.16
142,49,463,2,185.93,371.86
143,49,351,1,417.71,417.71
144,49,309,5,107.94,539.7
145,50,454,5,304.17,1520.85
146,50,199,1,380.68,380.68
147,50,244,3,310.8,932.4
148,50,138,4,319.04,1276.16
149,51,21,5,177.45,887.25
150,52,347,2,466.03,932.06
151,52,115,5,318.48,1592.4
152,52,332,5,51.15,255.75
153,52,352,4,224.3,897.2
154,53,154,3,422.35,1267.05
155,53,77,5,219.59,1097.95
156,53,66,5,33.39,166.95
157,53,351,1,459.48,459.48
158,54,56,4,333.82,1335.28
159,54,262,5,408.28,2041.4
160,54,218,3,134.88,404.64
161,54,212,1,386.64,386.64
162,54,49,1,65.83,65.83
163,55,92,4,32.18,128.72
164,55,403,4,439.61,1758.44
165,55,94,3,163.83,491.49
166,55,432,4,381.1,1524.4
167,56,320,2,113.42,226.84
168,56,414,1,376.04,376.04
169,56,136,5,137.07,685.35
170,56,175,1,222.56,222.56
171,57,3,4,67.17,268.68
172,58,336,4,348.99,1395.96
173,58,245,5,365.7,1828.5
174,59,317,5,186.76,933.8
175,59,417,4,404.27,1617.08
176,59,499,1,71.29,71.29
177,60,98,1,409.82,409.82
178,61,440,2,245.75,491.5
179,61,14,2,328.37,656.74
180,62,432,5,103.55,517.75
181,62,321,3,387.16,1161.48
182,62,440,2,242.25,484.5
183,62,405,1,67.06,67.06
184,63,379,4,482.29,1929.16
185,63,360,4,19.62,78.48
186,64,300,5,416.43,2082.15
187,64,125,4,34.95,139.8
188,64,104,1,60.31,60.31
189,64,151,4,489.95,1959.8
190,65,378,5,499.52,2497.6
191,65,297,1,248.87,248.87
192,65,306,4,261.54,1046.16
193,65,375,5,468.29,2341.45
194,66,119,1,216.78,216.78
195,66,366,3,281.1,843.3
196,66,32,3,447.51,1342.53
197,66,271,4,445.68,1782.72
198,67,254,5,470.09,2350.45
199,68,230,1,89.05,89.05
200,68,358,2,239.93,479.86
201,68,224,4,123.73,494.92
202,69,301,3,461.65,1384.95
203,69,466,4,74.27,297.08
204,70,371,4,418.21,1672.84
205,70,365,3,400.03,1200.09
206,70,200,2,314.7,629.4
207,71,354,4,73.26,293.04
208,71,384,2,86.59,173.18
209,71,45,4,59.44,237.76
210,72,483,2,282.85,565.7
211,72,253,1,185.81,185.81
212,72,156,3,184.95,554.85
213,72,121,2,95.61,191.22
214,73,17,1,312.61,312.61
215,73,414,1,285.37,285.37
216,73,33,4,136.33,545.32
217,73,173,3,394.59,1183.77
218,73,221,1,387.35,387.35
219,74,137,5,306.1,1530.5
220,74,459,1,356.14,356.14
221,74,78,4,401.5,1606.0
222,74,437,1,487.58,487.58
223,74,354,5,308.73,1543.65
224,75,422,5,30.57,152.85
225,76,86,1,436.73,436.73
226,77,81,4,383.36,1533.44
227,77,373,4,368.95,1475.8
228,77,150,1,85.6,85.6
229,78,172,1,425.81,425.81
230,78,420,4,485.12,1940.48
231,78,71,1,130.2,130.2
232,79,175,1,140.35,140.35
233,79,147,4,186.72,746.88
234,79,259,2,84.29,168.58
235,79,88,5,216.64,1083.2
236,80,71,4,212.57,850.28
237,80,411,4,450.05,1800.2
238,81,407,4,81.34,325.36
239,81,350,1,361.64,361.64
240,81,186,5,472.38,2361.9
241,81,484,1,175.77,175.77
242,81,16,4,491.15,1964.6
243,82,223,4,382.0,1528.0
244,82,32,2,452.23,904.46
245,83,324,5,486.6,2433.0
246,84,206,5,438.04,2190.2
247,84,454,3,455.52,1366.56
248,84,349,1,415.23,415.23
249,84,359,5,309.1,1545.5
250,85,359,4,325.5,1302.0
251,85,207,5,315.94,1579.7
252,86,334,4,389.95,1559.8
253,86,227,3,51.3,153.9
254,86,358,5,173.9,869.5
255,86,177,2,265.03,530.06
256,86,455,5,149.12,745.6
257,87,262,5,163.0,815.0
258,88,388,1,23.67,23.67
259,88,326,5,300.33,1501.65
260,88,82,2,417.79,835.58
261,89,372,1,368.67,368.67
262,89,217,3,137.28,411.84
263,89,259,5,183.69,918.45
264,90,388,1,229.88,229.88
265,91,378,5,287.14,1435.7
266,91,3,5,423.8,2119.0
267,91,233,2,181.67,363.34
268,91,174,3,336.79,1010.37
269,91,121,5,339.49,1697.45
270,92,267,3,263.06,789.18
271,92,378,2,413.19,826.38
272,92,127,3,232.61,697.83
273,92,54,2,358.7,717.4
274,93,42,2,243.36,486.72
275,93,48,4,48.26,193.04
276,93,32,5,207.35,1036.75
277,93,218,5,264.28,1321.4
278,94,447,4,498.29,1993.16
279,94,136,4,368.54,1474.16
280,94,300,4,413.67,1654.68
281,94,256,2,257.84,515.68
282,95,365,5,433.0,2165.0
283,95,235,1,350.29,350.29
284,95,67,4,241.94,967.76
285,95,496,2,472.59,945.18
286,96,472,5,427.64,2138.2
287,96,488,1,69.22,69.22
288,96,61,5,151.9,759.5
289,97,79,3,154.05,462.15
290,97,61,1,397.69,397.69
291,97,191,2,394.06,788.12
292,97,157,4,33.84,135.36
293,97,192,3,445.64,1336.92
294,98,94,4,11.02,44.08
295,98,420,5,180.84,904.2
296,99,214,4,290.8,1163.2
297,100,232,4,418.89,1675.56
298,100,461,5,75.08,375.4
299,100,173,2,257.33,514.66
300,100,401,4,383.22,1532.88
301,100,194,4,83.0,332.0
302,101,46,5,210.72,1053.6
303,101,410,2,451.12,902.24
304,101,320,3,275.09,825.27
305,102,377,2,356.53,713.06
306,102,143,5,318.75,1593.75
307,102,331,3,284.91,854.73
308,102,46,1,325.52,325.52
309,103,99,5,275.5,1377.5
310,104,491,5,265.66,1328.3
311,105,258,5,98.07,490.35
312,105,460,1,144.73,144.73
313,105,10,2,130.19,260.38
314,105,62,5,227.67,1138.35
315,106,311,4,432.37,1729.48
316,106,165,1,176.58,176.58
317,106,206,2,213.32,426.64
318,106,302,5,165.52,827.6
319,106,24,3,54.6,163.8
320,107,278,2,149.82,299.64
321,108,131,1,85.57,85.57
322,108,394,4,342.52,1370.08
323,109,315,3,98.91,296.73
324,110,153,4,58.38,233.52
325,111,212,3,136.39,409.17
326,111,458,1,35.42,35.42
327,112,386,5,125.88,629.4
328,112,306,5,378.67,1893.35
329,113,487,3,237.76,713.28
330,113,59,4,42.07,168.28
331,113,138,1,209.67,209.67
332,113,32,2,457.73,915.46
333,114,138,5,482.1,2410.5
334,115,127,5,329.26,1646.3
335,116,156,4,228.53,914.12
336,116,291,5,109.69,548.45
337,117,192,2,393.19,786.38
338,117,277,5,476.78,2383.9
339,118,232,5,151.73,758.65
340,118,22,2,10.27,20.54
341,118,1,4,143.92,575.68
342,118,417,3,421.35,1264.05
343,118,238,4,499.63,1998.52
344,119,300,5,147.84,739.2
345,119,431,2,372.2,744.4
346,120,36,1,416.94,416.94
347,120,154,5,499.42,2497.1
348,120,46,4,113.32,453.28
349,120,203,5,479.13,2395.65
350,120,358,3,443.13,1329.39
351,121,326,4,143.78,575.12
352,121,134,3,177.4,532.2
353,121,386,4,479.91,1919.64
354,122,9,2,326.76,653.52
355,122,468,1,308.31,308.31
356,122,355,1,451.71,451.71
357,123,212,4,383.61,1534.44
358,123,285,5,49.76,248.8
359,124,276,1,447.36,447.36
360,125,345,4,415.46,1661.84
361,125,64,3,199.51,598.53
362,125,181,1,71.13,71.13
363,125,498,3,468.76,1406.28
364,126,5,3,343.47,1030.41
365,126,114,3,103.84,311.52
366,126,381,5,316.37,1581.85
367,126,11,2,124.79,249.58
368,127,496,4,453.21,1812.84
369,127,186,5,112.45,562.25
370,127,19,2,492.29,984.58
371,127,144,4,64.36,257.44
372,128,292,2,280.37,560.74
373,128,257,5,339.37,1696.85
374,128,253,5,286.92,1434.6
375,129,302,2,375.53,751.06
376,130,133,5,429.18,2145.9
377,130,478,5,367.16,1835.8
378,131,99,1,496.06,496.06
379,131,435,5,311.08,1555.4
380,131,348,5,442.72,2213.6
381,132,481,4,324.07,1296.28
382,133,438,3,221.95,665.85
383,134,141,4,252.83,1011.32
384,134,63,5,381.92,1909.6
385,134,349,2,33.01,66.02
386,134,266,4,270.88,1083.52
387,135,3,3,50.09,150.27
388,135,201,5,405.76,2028.8
389,135,100,2,489.27,978.54
390,136,491,2,90.6,181.2
391,136,39,3,40.79,122.37
392,136,470,1,23.66,23.66
393,136,128,4,405.95,1623.8
394,137,409,3,131.11,393.33
395,137,321,4,126.8,507.2
396,137,479,3,417.93,1253.79
397,137,172,3,264.64,793.92
398,137,431,2,472.34,944.68
399,138,318,4,293.68,1174.72
400,138,225,1,487.52,487.52
401,138,392,1,194.92,194.92
402,138,49,1,393.5,393.5
403,138,321,1,460.37,460.37
404,139,29,4,42.24,168.96
405,139,155,1,284.04,284.04
406,139,313,3,426.47,1279.41
407,139,321,4,56.96,227.84
408,140,120,5,15.2,76.0
409,140,443,4,237.46,949.84
410,140,307,4,441.17,1764.68
411,140,404,5,59.63,298.15
412,141,233,5,170.81,854.05
413,142,56,1,301.64,301.64
414,142,53,1,300.51,300.51
415,143,464,2,322.31,644.62
416,143,294,3,184.14,552.42
417,144,372,2,77.46,154.92
418,144,318,1,39.64,39.64
419,144,228,3,296.42,889.26
420,144,96,5,480.27,2401.35
421,145,160,5,389.99,1949.95
422,145,299,2,240.07,480.14
423,145,454,5,178.02,890.1
424,146,497,5,332.26,1661.3
425,146,5,2,38.09,76.18
426,146,266,5,411.4,2057.0
427,147,440,2,323.87,647.74
428,147,28,2,394.78,789.56
429,147,217,3,102.78,308.34
430,147,177,4,350.44,1401.76
431,147,101,4,303.88,1215.52
432,148,437,3,311.89,935.67
433,148,297,4,171.02,684.08
434,148,290,1,232.61,232.61
435,149,254,2,460.78,921.56
436,150,355,4,315.72,1262.88
437,150,118,2,245.57,491.14
438,151,414,2,206.15,412.3
439,151,379,1,187.78,187.78
440,151,193,1,185.36,185.36
441,152,59,5,457.23,2286.15
442,152,73,3,31.51,94.53
443,152,149,1,107.57,107.57
444,152,226,3,95.33,285.99
445,152,100,3,362.23,1086.69
446,153,434,2,106.03,212.06
447,153,284,2,423.01,846.02
448,153,126,1,20.29,20.29
449,154,195,1,175.81,175.81
450,154,336,2,159.49,318.98
451,155,190,3,333.85,1001.55
452,155,415,5,488.78,2443.9
453,156,452,1,80.77,80.77
454,156,223,2,399.5,799.0
455,156,450,2,270.95,541.9
456,156,365,3,165.8,497.4
457,156,34,4,488.72,1954.88
458,157,472,5,297.79,1488.95
459,157,24,5,154.15,770.75
460,158,168,1,318.43,318.43
461,158,127,3,437.7,1313.1
462,159,496,1,394.49,394.49
463,159,300,5,41.79,208.95
464,159,454,5,200.18,1000.9
465,159,251,5,193.39,966.95
466,159,108,5,237.49,1187.45
467,160,365,4,360.67,1442.68
468,160,192,4,242.14,968.56
469,160,270,5,206.46,1032.3
470,161,333,2,231.52,463.04
471,161,19,2,203.99,407.98
472,161,107,3,218.26,654.78
473,161,113,4,289.97,1159.88
474,161,459,3,134.72,404.16
475,162,69,1,154.57,154.57
476,163,181,5,314.35,1571.75
477,163,118,4,231.06,924.24
478,163,299,4,210.39,841.56
479,163,22,4,165.34,661.36
480,163,239,4,22.11,88.44
481,164,120,3,451.72,1355.16
482,164,136,3,422.88,1268.64
483,164,331,5,277.86,1389.3
484,164,39,1,395.08,395.08
485,165,51,1,186.52,186.52
486,165,61,5,108.15,540.75
487,166,346,3,158.33,474.99
488,166,169,3,103.41,310.23
489,167,71,5,457.07,2285.35
490,167,438,1,387.34,387.34
491,167,386,3,412.93,1238.79
492,167,367,4,473.45,1893.8
493,167,379,5,381.32,1906.6
494,168,242,5,494.74,2473.7
495,169,444,2,121.19,242.38
496,169,204,2,242.47,484.94
497,170,301,4,176.92,707.68
498,170,403,1,163.41,163.41
499,170,283,2,220.11,440.22
500,170,388,4,112.7,450.8
501,170,240,4,427.94,1711.76
502,171,192,2,292.98,585.96
503,172,157,1,254.9,254.9
504,172,483,3,176.51,529.53
505,173,218,5,156.82,784.1
506,173,352,5,21.39,106.95
507,173,386,1,461.85,461.85
508,173,207,2,488.85,977.7
509,174,291,5,457.74,2288.7
510,174,323,5,434.8,2174.0
511,174,410,4,110.06,440.24
512,175,33,4,63.23,252.92
513,175,274,5,481.35,2406.75
514,175,198,3,55.69,167.07
515,175,97,1,340.69,340.69
516,176,17,5,249.42,1247.1
517,176,424,2,107.51,215.02
518,177,146,5,44.29,221.45
519,177,106,1,190.64,190.64
520,177,120,1,94.19,94.19
521,177,150,4,201.64,806.56
522,178,67,5,215.02,1075.1
523,179,200,2,73.67,147.34
524,180,159,4,87.8,351.2
525,180,222,5,470.19,2350.95
526,181,104,3,108.83,326.49
527,181,258,2,228.41,456.82
528,181,367,4,306.38,1225.52
529,181,351,2,267.67,535.34
530,181,235,5,440.83,2204.15
531,182,237,1,151.08,151.08
532,182,295,4,179.92,719.68
533,182,21,3,201.63,604.89
534,182,378,2,213.38,426.76
535,183,461,4,234.34,937.36
536,183,317,2,352.28,704.56
537,184,202,1,127.45,127.45
538,185,141,5,153.03,765.15
539,185,452,1,352.04,352.04
540,186,466,4,496.27,1985.08
541,186,253,5,69.4,347.0
542,187,40,5,385.6,1928.0
543,187,387,3,210.95,632.85
544,187,54,2,133.86,267.72
545,188,23,4,196.77,787.08
546,188,237,4,429.33,1717.32
547,188,14,4,28.51,114.04
548,188,38,3,66.19,198.57
549,188,328,2,170.28,340.56
550,189,249,5,331.94,1659.7
551,189,237,4,78.73,314.92
552,189,35,3,422.37,1267.11
553,189,43,2,420.86,841.72
554,190,52,4,92.54,370.16
555,190,91,1,341.92,341.92
556,190,151,2,225.92,451.84
557,190,64,2,116.17,232.34
558,190,274,1,447.42,447.42
559,191,111,5,324.1,1620.5
560,191,227,1,201.4,201.4
561,191,357,3,227.55,682.65
562,191,25,5,12.29,61.45
563,191,429,4,385.89,1543.56
564,192,192,2,107.99,215.98
565,192,466,1,216.62,216.62
566,193,173,2,343.18,686.36
567,194,113,1,400.49,400.49
568,195,371,1,213.68,213.68
569,195,86,1,409.66,409.66
570,196,288,5,111.49,557.45
571,196,321,5,203.58,1017.9
572,196,98,4,69.19,276.76
573,197,55,3,95.07,285.21
574,197,183,4,330.46,1321.84
575,198,200,2,234.8,469.6
576,199,337,3,328.47,985.41
577,200,23,2,211.44,422.88
578,200,35,5,254.79,1273.95
579,200,454,1,359.14,359.14
580,201,88,3,490.89,1472.67
581,201,129,4,342.17,1368.68
582,201,492,2,172.7,345.4
583,201,49,3,489.23,1467.69
584,201,308,4,43.08,172.32
585,202,312,5,229.97,1149.85
586,203,328,1,123.98,123.98
587,203,380,5,381.88,1909.4
588,203,120,1,161.34,161.34
589,203,258,4,381.05,1524.2
590,203,301,5,48.9,244.5
591,204,192,3,108.99,326.97
592,204,256,4,110.15,440.6
593,205,122,5,494.39,2471.95
594,206,379,3,165.59,496.77
595,206,450,1,265.23,265.23
596,206,169,4,327.54,1310.16
597,206,69,3,377.77,1133.31
598,207,434,3,177.94,533.82
599,207,376,2,274.26,548.52
600,208,411,2,307.95,615.9
601,208,352,4,265.52,1062.08
602,209,227,1,41.66,41.66
603,209,323,4,44.29,177.16
604,210,27,2,469.75,939.5
605,210,325,2,54.96,109.92
606,211,282,2,258.64,517.28
607,211,426,4,365.24,1460.96
608,211,408,3,90.44,271.32
609,211,478,2,130.01,260.02
610,211,105,2,306.87,613.74
611,212,147,2,143.21,286.42
612,212,296,4,49.21,196.84
613,212,230,3,205.14,615.42
614,213,242,4,257.59,1030.36
615,213,226,4,382.56,1530.24
616,214,11,1,381.84,381.84
617,214,391,3,301.64,904.92
618,214,196,2,280.9,561.8
619,214,219,2,136.07,272.14
620,215,157,5,306.95,1534.75
621,215,233,1,173.28,173.28
622,215,146,4,105.9,423.6
623,215,193,2,12.05,24.1
624,216,374,4,470.74,1882.96
625,216,372,3,198.18,594.54
626,216,192,3,324.11,972.33
627,216,252,5,44.9,224.5
628,216,208,1,496.31,496.31
629,217,198,5,89.56,447.8
630,218,491,3,259.71,779.13
631,218,131,4,321.14,1284.56
632,218,395,3,351.26,1053.78
633,218,468,4,463.99,1855.96
634,219,125,1,461.52,461.52
635,219,245,3,319.17,957.51
636,220,358,2,138.05,276.1
637,221,484,2,305.05,610.1
638,221,349,2,16.05,32.1
639,221,76,1,325.75,325.75
640,221,131,4,204.86,819.44
641,222,499,2,439.24,878.48
642,222,462,2,416.58,833.16
643,222,42,3,349.0,1047.0
644,222,266,5,484.16,2420.8
645,222,466,4,297.18,1188.72
646,223,386,1,63.54,63.54
647,223,449,5,390.58,1952.9
648,223,474,3,408.97,1226.91
649,223,373,3,376.88,1130.64
650,224,358,4,10.77,43.08
651,224,158,1,389.13,389.13
652,224,4,4,267.23,1068.92
653,224,87,3,369.19,1107.57
654,225,91,2,354.98,709.96
655,225,192,2,248.37,496.74
656,226,486,2,100.96,201.92
657,226,57,1,377.46,377.46
658,226,231,2,137.08,274.16
659,226,291,4,225.96,903.84
660,226,417,5,63.51,317.55
661,227,41,1,195.09,195.09
662,227,151,3,41.49,124.47
663,228,300,2,244.17,488.34
664,229,5,1,140.38,140.38
665,230,341,5,396.71,1983.55
666,231,50,2,265.94,531.88
667,232,193,5,264.84,1324.2
668,233,478,3,306.14,918.42
669,233,249,3,191.68,575.04
670,233,243,3,499.73,1499.19
671,234,482,4,195.43,781.72
672,234,185,1,487.9,487.9
673,235,413,4,436.57,1746.28
674,235,52,4,365.36,1461.44
675,235,2,2,22.58,45.16
676,236,445,5,146.94,734.7
677,237,189,5,346.23,1731.15
678,237,232,4,262.31,1049.24
679,238,2,3,18.15,54.45
680,238,327,3,437.98,1313.94
681,239,348,5,247.42,1237.1
682,239,228,5,399.04,1995.2
683,239,120,3,219.68,659.04
684,240,338,1,369.8,369.8
685,240,439,3,307.52,922.56
686,240,359,2,436.23,872.46
687,240,464,5,394.58,1972.9
688,241,17,3,417.85,1253.55
689,241,66,5,493.74,2468.7
690,241,255,4,92.35,369.4
691,241,408,4,477.98,1911.92
692,241,45,4,334.69,1338.76
693,242,125,2,379.09,758.18
694,242,109,1,61.68,61.68
695,243,83,3,452.3,1356.9
696,244,113,4,476.24,1904.96
697,244,369,1,336.08,336.08
698,244,132,5,320.44,1602.2
699,245,47,2,466.57,933.14
700,245,408,5,41.69,208.45
701,245,355,3,194.74,584.22
702,245,171,4,330.42,1321.68
703,246,495,2,136.96,273.92
704,246,439,3,52.96,158.88
705,246,224,1,176.72,176.72
706,246,414,5,469.23,2346.15
707,246,120,1,290.69,290.69
708,247,437,4,292.69,1170.76
709,247,161,1,162.29,162.29
710,248,275,3,387.93,1163.79
711,248,98,2,264.68,529.36
712,248,434,5,299.48,1497.4
713,248,199,1,203.7,203.7
714,248,217,5,427.66,2138.3
715,249,75,3,420.24,1260.72
716,249,418,4,343.19,1372.76
717,249,483,2,304.72,609.44
718,250,383,1,303.45,303.45
719,250,341,3,256.17,768.51
720,251,141,5,244.36,1221.8
721,252,254,4,38.82,155.28
722,252,150,3,84.82,254.46
723,253,435,2,353.2,706.4
724,253,376,1,462.35,462.35
725,254,439,4,156.56,626.24
726,254,250,2,495.62,991.24
727,255,201,3,381.28,1143.84
728,255,173,4,45.19,180.76
729,255,217,3,148.36,445.08
730,255,348,2,353.54,707.08
731,255,243,5,202.95,1014.75
732,256,166,5,434.27,2171.35
733,256,386,1,426.41,426.41
734,257,235,5,77.4,387.0
735,257,336,4,152.63,610.52
736,257,84,2,112.79,225.58
737,258,377,1,187.49,187.49
738,258,334,5,59.95,299.75
739,259,193,4,342.93,1371.72
740,259,487,2,463.73,927.46
741,260,183,4,98.02,392.08
742,261,61,5,328.55,1642.75
743,262,223,4,130.05,520.2
744,262,497,1,128.02,128.02
745,262,77,4,158.32,633.28
746,262,322,5,477.73,2388.65
747,262,370,4,390.17,1560.68
748,263,399,4,433.8,1735.2
749,264,141,3,15.69,47.07
750,264,324,1,50.49,50.49
751,264,335,4,324.29,1297.16
752,264,228,5,120.22,601.1
753,265,294,1,399.23,399.23
754,265,246,2,198.14,396.28
755,265,141,4,156.2,624.8
756,265,356,2,58.73,117.46
757,265,382,1,359.75,359.75
758,266,95,4,282.47,1129.88
759,266,208,5,393.9,1969.5
760,266,417,5,249.4,1247.0
761,266,359,5,420.2,2101.0
762,266,11,5,359.74,1798.7
763,267,386,2,483.18,966.36
764,268,93,5,350.66,1753.3
765,269,285,4,402.25,1609.0
766,270,21,2,291.79,583.58
767,271,45,3,427.21,1281.63
768,271,288,1,51.46,51.46
769,272,260,3,188.14,564.42
770,273,88,2,157.29,314.58
771,273,217,5,453.26,2266.3
772,273,484,3,332.99,998.97
773,273,337,4,78.53,314.12
774,273,1,4,350.6,1402.4
775,274,467,2,347.09,694.18
776,274,181,1,126.18,126.18
777,274,311,2,79.42,158.84
778,274,276,2,479.14,958.28
779,274,262,5,280.51,1402.55
780,275,184,4,46.44,185.76
781,275,143,3,137.73,413.19
782,275,66,2,206.03,412.06
783,275,374,1,472.92,472.92
784,275,319,4,470.7,1882.8
785,276,275,1,318.49,318.49
786,276,105,3,497.73,1493.19
787,277,366,5,332.09,1660.45
788,277,191,5,306.42,1532.1
789,278,421,4,195.68,782.72
790,278,79,5,131.27,656.35
791,278,162,3,71.06,213.18
792,278,404,1,345.15,345.15
793,279,34,3,455.53,1366.59
794,279,169,3,81.7,245.1
795,279,328,2,144.09,288.18
796,279,46,1,194.81,194.81
797,280,194,1,393.54,393.54
798,280,488,1,96.11,96.11
799,281,302,4,56.81,227.24
800,281,421,3,353.22,1059.66
801,281,414,3,280.26,840.78
802,282,51,4,98.53,394.12
803,282,460,5,280.32,1401.6
804,282,25,4,243.66,974.64
805,282,88,2,136.94,273.88
806,282,163,5,359.48,1797.4
807,283,74,5,370.36,1851.8
808,283,194,1,460.04,460.04
809,284,363,5,214.94,1074.7
810,284,399,4,99.72,398.88
811,284,128,3,401.25,1203.75
812,285,147,2,159.54,319.08
813,285,142,1,474.25,474.25
814,285,488,4,387.58,1550.32
815,285,220,1,320.99,320.99
816,285,267,1,367.68,367.68
817,286,85,5,38.13,190.65
818,287,284,1,481.46,481.46
819,287,476,4,341.75,1367.0
820,287,253,2,245.03,490.06
821,288,351,1,208.68,208.68
822,288,347,5,103.19,515.95
823,288,455,1,359.94,359.94
824,288,273,5,377.34,1886.7
825,288,358,2,497.17,994.34
826,289,351,2,340.52,681.04
827,289,312,5,452.86,2264.3
828,289,22,2,46.81,93.62
829,289,311,2,261.71,523.42
830,289,230,1,217.13,217.13
831,290,88,3,457.88,1373.64
832,290,192,2,417.55,835.1
833,290,497,1,152.13,152.13
834,290,58,4,153.84,615.36
835,291,2,5,202.87,1014.35
836,291,378,3,465.26,1395.78
837,292,423,5,425.69,2128.45
838,292,458,1,184.31,184.31
839,292,19,5,235.57,1177.85
840,292,479,3,183.41,550.23
841,292,238,1,181.36,181.36
842,293,206,1,59.66,59.66
843,293,182,4,106.8,427.2
844,294,264,4,13.39,53.56
845,294,461,3,120.79,362.37
846,294,79,4,193.41,773.64
847,294,211,3,219.89,659.67
848,294,64,2,272.85,545.7
849,295,56,4,89.3,357.2
850,295,225,3,376.07,1128.21
851,295,337,1,186.03,186.03
852,296,57,3,29.73,89.19
853,296,98,4,216.32,865.28
